MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Myokymia,Autonomic Nervous System Diseases,2,8.197716340149961
Myokymia,Snake Bites,2,8.197716340149961
Vertigo,Dizziness,3559,5681.060665804593
Vertigo,Vertigo,3478,5551.764258406398
Vertigo,Meniere Disease,471,751.8346652413495
Vertigo,Labyrinth Diseases,290,462.9130635243978
Vertigo,"Nystagmus, Pathologic",278,443.75804020614686
Vertigo,Vestibular Diseases,229,365.54169498995554
Vertigo,"Hearing Loss, Sensorineural",177,282.5365939442014
Vertigo,Migraine Disorders,169,269.7665783987008
Vertigo,Tinnitus,127,202.72399678482248
Vertigo,Vertebrobasilar Insufficiency,122,194.7427370688846
Vertigo,Hearing Disorders,119,189.95398123932185
Vertigo,Deafness,117,186.7614773529467
Vertigo,Cerebrovascular Disorders,101,161.22144626194543
Vertigo,Craniocerebral Trauma,91,145.2589268300696
Vertigo,"Hearing Loss, Sudden",78,124.50765156863113
Olfaction Disorders,Olfaction Disorders,1594,3647.438965168812
Olfaction Disorders,Hypogonadism,211,482.8165756904762
Olfaction Disorders,Taste Disorders,163,372.9815252964343
Olfaction Disorders,Parkinson Disease,137,313.4875396663282
Olfaction Disorders,Dementia,73,167.04080580760558
Olfaction Disorders,Alzheimer Disease,62,141.87027342563758
Olfaction Disorders,Craniocerebral Trauma,53,121.27620147675472
Olfaction Disorders,Schizophrenia,51,116.69974104366962
Olfaction Disorders,Sinusitis,50,114.41151082712707
Olfaction Disorders,Kallmann Syndrome,40,91.52920866170166
Olfaction Disorders,Ageusia,39,89.24097844515913
Olfaction Disorders,Cognition Disorders,38,86.95274822861658
Olfaction Disorders,Rhinitis,36,82.3762877955315
Olfaction Disorders,Nasal Polyps,36,82.3762877955315
Olfaction Disorders,Brain Injuries,32,73.22336692936132
Mental Fatigue,"Fatigue Syndrome, Chronic",18,64.53323059187849
Mental Fatigue,Cognition Disorders,14,50.19251268257216
Mental Fatigue,Multiple Sclerosis,10,35.85179477326583
Mental Fatigue,Neurasthenia,8,28.681435818612666
Mental Fatigue,Brain Injuries,8,28.681435818612666
Mental Fatigue,Myocardial Infarction,7,25.09625634128608
Mental Fatigue,Stroke,6,21.511076863959495
Mental Fatigue,Depressive Disorder,6,21.511076863959495
Mental Fatigue,Neurotic Disorders,6,21.511076863959495
Mental Fatigue,Cerebrovascular Disorders,6,21.511076863959495
Mental Fatigue,Parkinson Disease,5,17.925897386632915
Mental Fatigue,Cerebral Infarction,5,17.925897386632915
Mental Fatigue,Mental Retardation,4,14.340717909306333
Mental Fatigue,Breast Neoplasms,4,14.340717909306333
Mental Fatigue,Coronary Artery Disease,4,14.340717909306333
Flushing,Malignant Carcinoid Syndrome,36,94.10443686815736
Flushing,Carcinoid Tumor,32,83.64838832725098
Flushing,Alcoholism,27,70.57832765111802
Flushing,"Diabetes Mellitus, Type 2",24,62.736291245438245
Flushing,Hypertension,22,57.50826697498505
Flushing,Schizophrenia,22,57.50826697498505
Flushing,Autonomic Nervous System Diseases,22,57.50826697498505
Flushing,Rosacea,17,44.438206298852094
Flushing,Prostatic Neoplasms,16,41.82419416362549
Flushing,Dyslipidemias,15,39.2101820283989
Flushing,Anaphylaxis,12,31.368145622719123
Flushing,Hypotension,12,31.368145622719123
Flushing,Drug Hypersensitivity,12,31.368145622719123
Flushing,Tachycardia,11,28.754133487492524
Flushing,Breast Neoplasms,11,28.754133487492524
Eye Pain,Eye Pain,17,74.41004547572769
Eye Pain,Eye Foreign Bodies,3,13.131184495716651
Eye Pain,"Uveitis, Anterior",3,13.131184495716651
Eye Pain,Keratitis,3,13.131184495716651
Eye Pain,Tolosa-Hunt Syndrome,2,8.754122997144432
Eye Pain,Dry Eye Syndromes,2,8.754122997144432
Eye Pain,"Eye Injuries, Penetrating",2,8.754122997144432
Eye Pain,Blindness,2,8.754122997144432
Eye Pain,"Pain, Postoperative",2,8.754122997144432
Eye Pain,Ocular Hypertension,2,8.754122997144432
Eye Pain,Glaucoma,2,8.754122997144432
Eye Pain,Orbital Pseudotumor,2,8.754122997144432
Eye Pain,Macular Degeneration,1,4.377061498572217
Eye Pain,"Aneurysm, Dissecting",1,4.377061498572217
Eye Pain,"Anemia, Sickle Cell",1,4.377061498572217
Paresthesia,Paresthesia,1528,2075.0517273168616
Paresthesia,Peripheral Nervous System Diseases,224,304.19606473755044
Paresthesia,Pain,140,190.12254046096905
Paresthesia,Nerve Compression Syndromes,133,180.61641343792056
Paresthesia,Carpal Tunnel Syndrome,93,126.29568759192942
Paresthesia,Spinal Cord Diseases,62,84.19712506128627
Paresthesia,Multiple Sclerosis,62,84.19712506128627
Paresthesia,Postoperative Complications,60,81.48108876898672
Paresthesia,Diabetic Neuropathies,57,77.40703433053739
Paresthesia,Cerebral Infarction,50,67.90090730748894
Paresthesia,Hypesthesia,50,67.90090730748894
Paresthesia,Polyneuropathies,48,65.18487101518937
Paresthesia,Neuralgia,46,62.468834722889824
Paresthesia,Migraine Disorders,45,61.110816576740035
Paresthesia,Spinal Cord Compression,45,61.110816576740035
Encopresis,Encopresis,368,1399.8935757863953
Encopresis,Enuresis,42,159.77046245388206
Encopresis,Fecal Incontinence,23,87.49334848664971
Encopresis,Child Behavior Disorders,22,83.68928985679538
Encopresis,Urinary Incontinence,10,38.04058629854335
Encopresis,Developmental Disabilities,8,30.432469038834682
Encopresis,Mental Retardation,5,19.020293149271676
Encopresis,Megacolon,5,19.020293149271676
Encopresis,Attention Deficit Disorder with Hyperactivity,4,15.216234519417341
Encopresis,Fecal Impaction,3,11.412175889563004
Encopresis,Urinary Bladder Diseases,3,11.412175889563004
Encopresis,Urinary Tract Infections,3,11.412175889563004
Encopresis,Epilepsy,3,11.412175889563004
Encopresis,Postoperative Complications,3,11.412175889563004
Encopresis,Somatoform Disorders,3,11.412175889563004
Urinary Incontinence,Urinary Incontinence,6671,10790.538238046172
Urinary Incontinence,Fecal Incontinence,438,708.4778516360701
Urinary Incontinence,"Urinary Bladder, Neurogenic",424,685.832440853182
Urinary Incontinence,Urination Disorders,405,655.0993833621196
Urinary Incontinence,Urinary Bladder Diseases,306,494.96397854026816
Urinary Incontinence,Prostatic Neoplasms,224,362.3265725262094
Urinary Incontinence,Postoperative Complications,215,347.7688084514956
Urinary Incontinence,"Urinary Bladder, Overactive",173,279.8325761028313
Urinary Incontinence,Uterine Prolapse,163,263.6572826864827
Urinary Incontinence,"Urinary Incontinence, Stress",141,228.07163717051566
Urinary Incontinence,Spinal Cord Injuries,124,200.57363836272305
Urinary Incontinence,Urologic Diseases,122,197.3385796794533
Urinary Incontinence,Urinary Tract Infections,118,190.86846231291386
Urinary Incontinence,Spinal Dysraphism,113,182.78081560473962
Urinary Incontinence,Enuresis,106,171.4581102132955
Neurobehavioral Manifestations,Dementia,27,10.010466075809576
Neurobehavioral Manifestations,Alzheimer Disease,23,8.527434064578529
Neurobehavioral Manifestations,Schizophrenia,12,4.449096033693144
Neurobehavioral Manifestations,Cognition Disorders,12,4.449096033693144
Neurobehavioral Manifestations,Depressive Disorder,7,2.595306019654335
Neurobehavioral Manifestations,"Plaque, Amyloid",6,2.224548016846573
Neurobehavioral Manifestations,Parkinson Disease,4,1.4830320112310484
Neurobehavioral Manifestations,Schizotypal Personality Disorder,3,1.1122740084232865
Neurobehavioral Manifestations,"Stress Disorders, Post-Traumatic",3,1.1122740084232865
Neurobehavioral Manifestations,Brain Diseases,3,1.1122740084232865
Neurobehavioral Manifestations,Attention Deficit Disorder with Hyperactivity,3,1.1122740084232865
Neurobehavioral Manifestations,Memory Disorders,3,1.1122740084232865
Neurobehavioral Manifestations,"Dementia, Vascular",2,0.7415160056155242
Neurobehavioral Manifestations,"Head Injuries, Closed",2,0.7415160056155242
Neurobehavioral Manifestations,"Fatigue Syndrome, Chronic",2,0.7415160056155242
Hallucinations,Hallucinations,3286,5662.724973690127
Hallucinations,Schizophrenia,1136,1957.6553773925696
Hallucinations,Psychotic Disorders,603,1039.1427751476404
Hallucinations,Parkinson Disease,363,625.5536109097736
Hallucinations,Dementia,290,499.7535734540891
Hallucinations,"Psychoses, Substance-Induced",216,372.2302478140802
Hallucinations,"Delirium, Dementia, Amnestic, Cognitive Disorders",158,272.27953312326235
Hallucinations,Cognition Disorders,157,270.55624493893794
Hallucinations,Alzheimer Disease,144,248.15349854272011
Hallucinations,Vision Disorders,137,236.090481252449
Hallucinations,Depressive Disorder,127,218.8575994092045
Hallucinations,Paranoid Disorders,123,211.9644466719068
Hallucinations,Epilepsy,122,210.2411584875823
Hallucinations,Substance-Related Disorders,120,206.79458211893345
Hallucinations,"Schizophrenia, Paranoid",113,194.7315648286623
Speech Disorders,Speech Disorders,3980,4588.6079128755355
Speech Disorders,Language Disorders,468,539.5649505592338
Speech Disorders,Language Development Disorders,280,322.8166370867212
Speech Disorders,Cleft Palate,263,303.2170555493131
Speech Disorders,Hearing Disorders,203,234.04206188787285
Speech Disorders,Dysarthria,199,229.43039564377685
Speech Disorders,Aphasia,146,168.32581790950462
Speech Disorders,Parkinson Disease,143,164.8670682264326
Speech Disorders,Mental Retardation,137,157.94956886028857
Speech Disorders,Cerebral Palsy,123,141.80873700595248
Speech Disorders,Cognition Disorders,118,136.0441542008325
Speech Disorders,Brain Diseases,112,129.12665483468848
Speech Disorders,Velopharyngeal Insufficiency,108,124.51498859059244
Speech Disorders,Apraxias,97,111.83290641932841
Speech Disorders,Deafness,96,110.67998985830441
Echolalia,Echolalia,70,313.33066808515133
Echolalia,Autistic Disorder,61,273.0452964742033
Echolalia,Aphasia,18,80.57074322189605
Echolalia,Speech Disorders,14,62.666133617030276
Echolalia,Language Development Disorders,12,53.71382881459737
Echolalia,Tourette Syndrome,8,35.80921920973158
Echolalia,"Schizophrenia, Childhood",6,26.856914407298685
Echolalia,Psychotic Disorders,6,26.856914407298685
Echolalia,Language Disorders,5,22.38076200608224
Echolalia,Catatonia,4,17.90460960486579
Echolalia,Communication Disorders,4,17.90460960486579
Echolalia,Mental Retardation,4,17.90460960486579
Echolalia,Cerebral Infarction,4,17.90460960486579
Echolalia,Mutism,3,13.428457203649346
Echolalia,"Brain Damage, Chronic",3,13.428457203649346
Hirsutism,Hypertrichosis,1753,4353.965080630502
Hirsutism,Hirsutism,1740,4321.67669155566
Hirsutism,Polycystic Ovary Syndrome,471,1169.8331734038595
Hirsutism,Hyperandrogenism,133,330.3350574579901
Hirsutism,Acne Vulgaris,118,293.0792239100965
Hirsutism,Ovarian Neoplasms,109,270.7257237813604
Hirsutism,"Adrenal Hyperplasia, Congenital",90,223.53500128736167
Hirsutism,Alopecia,69,171.37683432031062
Hirsutism,Obesity,60,149.0233341915745
Hirsutism,Menstruation Disturbances,60,149.0233341915745
Hirsutism,Cushing Syndrome,50,124.18611182631209
Hirsutism,Adrenal Gland Neoplasms,50,124.18611182631209
Hirsutism,Amenorrhea,48,119.2186673532596
Hirsutism,Skin Diseases,44,109.28377840715464
Hirsutism,Ovarian Diseases,43,106.80005617062838
Korsakoff Syndrome,Korsakoff Syndrome,133,535.9720847122078
Korsakoff Syndrome,Alcoholism,31,124.92582425622886
Korsakoff Syndrome,Amnesia,21,84.62717127034858
Korsakoff Syndrome,Thiamine Deficiency,18,72.5375753745845
Korsakoff Syndrome,Wernicke Encephalopathy,13,52.388248881644365
Korsakoff Syndrome,Dementia,12,48.358383583056344
Korsakoff Syndrome,Memory Disorders,9,36.26878768729225
Korsakoff Syndrome,Cognition Disorders,7,28.2090570901162
Korsakoff Syndrome,Brain Injuries,7,28.2090570901162
Korsakoff Syndrome,"Brain Damage, Chronic",5,20.14932649294014
Korsakoff Syndrome,"Amnesia, Anterograde",5,20.14932649294014
Korsakoff Syndrome,"Alcohol-Induced Disorders, Nervous System",4,16.119461194352112
Korsakoff Syndrome,Alcohol-Related Disorders,4,16.119461194352112
Korsakoff Syndrome,Cerebral Infarction,4,16.119461194352112
Korsakoff Syndrome,Alzheimer Disease,4,16.119461194352112
Synkinesis,Synkinesis,45,209.6313281104681
Synkinesis,Facial Paralysis,13,60.560161454135226
Synkinesis,Oculomotor Nerve Diseases,5,23.292369790052014
Synkinesis,Blepharoptosis,5,23.292369790052014
Synkinesis,Vocal Cord Paralysis,4,18.63389583204161
Synkinesis,Hemifacial Spasm,4,18.63389583204161
Synkinesis,Facial Nerve Injuries,3,13.975421874031207
Synkinesis,Bell Palsy,3,13.975421874031207
Synkinesis,Ocular Motility Disorders,2,9.316947916020805
Synkinesis,Cognition Disorders,2,9.316947916020805
Synkinesis,Facial Nerve Diseases,2,9.316947916020805
Synkinesis,Movement Disorders,1,4.658473958010402
Synkinesis,Creutzfeldt-Jakob Syndrome,1,4.658473958010402
Synkinesis,Multiple System Atrophy,1,4.658473958010402
Synkinesis,Lipoma,1,4.658473958010402
"Reflex, Babinski","Reflex, Babinski",29,102.28508354905978
"Reflex, Babinski","Reflex, Abnormal",7,24.689502925635107
"Reflex, Babinski",Cerebrovascular Disorders,6,21.16243107911581
"Reflex, Babinski",Amyotrophic Lateral Sclerosis,5,17.635359232596507
"Reflex, Babinski",Movement Disorders,5,17.635359232596507
"Reflex, Babinski",Motor Neuron Disease,5,17.635359232596507
"Reflex, Babinski",Myoclonus,4,14.108287386077206
"Reflex, Babinski","Paraparesis, Tropical Spastic",4,14.108287386077206
"Reflex, Babinski",Spinal Cord Compression,4,14.108287386077206
"Reflex, Babinski",Central Nervous System Diseases,4,14.108287386077206
"Reflex, Babinski",Spinal Cord Diseases,4,14.108287386077206
"Reflex, Babinski",Hemiplegia,4,14.108287386077206
"Reflex, Babinski",Brain Neoplasms,3,10.581215539557904
"Reflex, Babinski",Cognition Disorders,3,10.581215539557904
"Reflex, Babinski","Paraparesis, Spastic",3,10.581215539557904
Infantile Apparent Life-Threatening Event,Infantile Apparent Life-Threatening Event,1,8.347353412124338
"Angina, Unstable","Angina, Unstable",4472,10028.729123660229
"Angina, Unstable",Myocardial Infarction,2321,5204.9821771054085
"Angina, Unstable",Coronary Artery Disease,1256,2816.6555857149483
"Angina, Unstable",Angina Pectoris,909,2038.4872033558026
"Angina, Unstable",Coronary Disease,879,1971.2103979645212
"Angina, Unstable",Myocardial Ischemia,701,1572.0346859762567
"Angina, Unstable",Coronary Thrombosis,168,376.75011019117136
"Angina, Unstable",Acute Coronary Syndrome,168,376.75011019117136
"Angina, Unstable",Coronary Stenosis,100,224.2560179709353
"Angina, Unstable",Coronary Vasospasm,68,152.49409222023598
"Angina, Unstable",Thrombosis,49,109.8854488057583
"Angina, Unstable",Heart Failure,48,107.64288862604894
"Angina, Unstable",Coronary Restenosis,48,107.64288862604894
"Angina, Unstable",Heart Diseases,42,94.18752754779284
"Angina, Unstable","Graft Occlusion, Vascular",40,89.70240718837414
"Amnesia, Retrograde","Amnesia, Retrograde",475,1614.3319228294308
"Amnesia, Retrograde",Amnesia,226,768.0821359146346
"Amnesia, Retrograde",Memory Disorders,37,125.74796030460828
"Amnesia, Retrograde","Amnesia, Anterograde",33,112.1535862176236
"Amnesia, Retrograde",Brain Injuries,32,108.75499269587743
"Amnesia, Retrograde","Brain Damage, Chronic",20,67.9718704349234
"Amnesia, Retrograde",Cognition Disorders,17,57.776089869684895
"Amnesia, Retrograde",Dementia,16,54.37749634793872
"Amnesia, Retrograde",Brain Concussion,16,54.37749634793872
"Amnesia, Retrograde",Craniocerebral Trauma,16,54.37749634793872
"Amnesia, Retrograde",Depressive Disorder,12,40.783122260954045
"Amnesia, Retrograde","Delirium, Dementia, Amnestic, Cognitive Disorders",11,37.384528739207866
"Amnesia, Retrograde",Seizures,11,37.384528739207866
"Amnesia, Retrograde","Head Injuries, Closed",11,37.384528739207866
"Amnesia, Retrograde",Alcohol Amnestic Disorder,9,30.587341695715534
Communication Disorders,Communication Disorders,619,611.8954360310487
Communication Disorders,Autistic Disorder,138,136.41610690191393
Communication Disorders,Cognition Disorders,61,60.299873340701076
Communication Disorders,Dementia,48,47.449080661535284
Communication Disorders,Brain Injuries,39,38.552378037497405
Communication Disorders,Schizophrenia,39,38.552378037497405
Communication Disorders,Developmental Disabilities,33,32.621242954805496
Communication Disorders,Alzheimer Disease,31,30.64419792724153
Communication Disorders,Mental Retardation,28,27.678630385895577
Communication Disorders,Language Disorders,24,23.724540330767642
Communication Disorders,Pain,22,21.747495303203674
Communication Disorders,Speech Disorders,21,20.758972789421684
Communication Disorders,Language Development Disorders,20,19.7704502756397
Communication Disorders,Cerebral Palsy,20,19.7704502756397
Communication Disorders,Child Behavior Disorders,19,18.78192776185772
Prosopagnosia,Prosopagnosia,241,1013.2167032616063
Prosopagnosia,Dementia,19,79.88015502892331
Prosopagnosia,Agnosia,14,58.85906160025929
Prosopagnosia,Memory Disorders,10,42.042186857328055
Prosopagnosia,Alzheimer Disease,9,37.83796817159525
Prosopagnosia,Cognition Disorders,9,37.83796817159525
Prosopagnosia,Cerebral Infarction,8,33.633749485862445
Prosopagnosia,Schizophrenia,6,25.22531211439684
Prosopagnosia,"Epilepsy, Temporal Lobe",6,25.22531211439684
Prosopagnosia,Brain Injuries,6,25.22531211439684
Prosopagnosia,Autistic Disorder,5,21.021093428664027
Prosopagnosia,Perceptual Disorders,5,21.021093428664027
Prosopagnosia,Capgras Syndrome,5,21.021093428664027
Prosopagnosia,Developmental Disabilities,5,21.021093428664027
Prosopagnosia,"Child Development Disorders, Pervasive",3,12.612656057198418
"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic",2985,5772.6749480465905
"Purpura, Thrombocytopenic, Idiopathic",Autoimmune Diseases,177,342.29931852738576
"Purpura, Thrombocytopenic, Idiopathic",Thrombocytopenia,163,315.22479615798807
"Purpura, Thrombocytopenic, Idiopathic","Anemia, Hemolytic, Autoimmune",137,264.9435403291065
"Purpura, Thrombocytopenic, Idiopathic",Helicobacter Infections,131,253.34017359936462
"Purpura, Thrombocytopenic, Idiopathic","Pregnancy Complications, Hematologic",103,199.19112886056917
"Purpura, Thrombocytopenic, Idiopathic","Lupus Erythematosus, Systemic",46,88.95914492802116
"Purpura, Thrombocytopenic, Idiopathic",Hemorrhage,39,75.4218837433223
"Purpura, Thrombocytopenic, Idiopathic","Leukemia, Lymphocytic, Chronic, B-Cell",37,71.55409483340833
"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombotic Thrombocytopenic",34,65.75241146853739
"Purpura, Thrombocytopenic, Idiopathic",HIV Infections,33,63.8185170135804
"Purpura, Thrombocytopenic, Idiopathic",Hepatitis C,32,61.88462255862342
"Purpura, Thrombocytopenic, Idiopathic",Hematologic Diseases,30,58.01683364870946
"Purpura, Thrombocytopenic, Idiopathic",Antiphospholipid Syndrome,24,46.41346691896757
"Purpura, Thrombocytopenic, Idiopathic","Anemia, Aplastic",22,42.5456780090536
Fetal Weight,Fetal Growth Retardation,109,389.85689785479553
Fetal Weight,Fetal Macrosomia,42,150.22008908166433
Fetal Weight,"Abnormalities, Drug-Induced",23,82.2633821161495
